 falawa ;" a.  pain  (anglais  ""flour"")  b.  plantes "
 : ; Sorghum  halepense,  Rot-  thboellia  coelorachis  Forst.,  Graminées  _ 
 fana ; flëche  (<  PN) 
 arc  cafana  fanaa ; tirer  quelque  chose  à  l'arc 
 fanoo  ++  fao ; fer,  clou,  corne  (<  PN) 
 fat ; tribut  coutumier 
 au ; chef,  offrande  des  prémices 
 fäfà ; droit  et  iisse  (bois) 
 ut-fäfà ; bout  de  bambou,  utilisé  comme  tambour  pour  la  danse 
 fââu ; pas  tout  à  fait  mür 
 fec ; donner 
 un ;" coup  de  pied,  ""shooter"" "
 fic  + ; et 
 ++  ame  fec  wathâäâ ;" il  ""shoote'  dans  le  ballon "
 ame  fic  nya ; il 
 me ; donne 
 un ; coup  de  pied 
 ame  ûfific ; il  donne  des  coups  de  pied 
 fehuâ  nom ; d'une  danse  (de  Lifou) 
 fetriny  son ; côté,  sa  hanche 
 fetrik ; mon  — 
 fetrâm  son  —  fewin ; vent  arrière  (qui  vous  pousse) 
 ame  fewin  hu ; le  bateau  est  poussé  le 
 vent ; par 
 feetr ; accoster  (bateau),  s'accoter, 

; 45  s'adosser,  s'appuyer 
 too  feetr  amarre  feelä ; s'accoter 
 à ; feelii  + 
 fic ; (c£.  fec  d6nner  un  coup  de  pied) 
 fica ; a.  rebondir, 
 ne ; pas  pénétrer  b.  échouer,  rater 
 adree  fica  but  bii  komokä  on ; l'a  soi-  gné 
 sans ; résultat  - 
 fie ; àa.  petit  grenier  à  ignames  dans  les  plantations  b.  égouttoir  à  vaisselle 
 fieca ; case  oblongue  fific!  se  détendre  (piëge) 
 ofific ; piège  à  oiseaux  fific”  clone  de  taro  d'eau 
 fifica ; rebondir  (cf.  fica) 
 filaa ; sortir  de  la  bouche,  recracher  quelque  chose 
 filoo ; ++ 
 filaa  ke  waasu ; recracher 
 un ; chewing-  gum 
 filoo  bwoo ; recracher  des  feuilles  fin  ficelle  pour  enfiler  le  poisson 
 finec ; enfiler  (collier,  poissons)  finic 
 ++ ; (c£.  fin) 
 fuuc ; parler 
 hofuuc ; parole 
 ifuucin ; ses  paroles, 
 sa ; façon  de  par-  ler 
 fufuuc ; rouspéter 
 funic ; moisi  _  À 

; 46 
 .  ga- ; préfixe 
 . ; rangée  de 
 gaüoo ; rangée  d'arbres 
 gawa ; j  00  rangée  de  bois  de  fer 
 ' ; | 
 gaadran ;" jardin  (anglais  'garden"")  ! "
 gagaa ; aiigner 
 ame  hwaa  çagaa  ta ; jee  outco  il  plan-  |  te  les  bouts  de  bois  en  ligne  R  î  galu  barque  ps  p 
 huuk ; galu  ma  barque  ta  — 
 hoom ; galu 
 hoon ; galu  sa 
 — ; srrr 
 huudrin ; jee  galu  leurs  barques  CO  ETE  jiiom  galu  ramer  ensemble  en  grand  gaan!  b.  marque  la  quanti-  teé 
 : ; beaucoup  de  Uoc 
 a  e  gaan ; le  grand  arbre 
 aa  gaan ; dut  il  a  grandi  ‘l  oogaanâ  .honorer  quelqu'un  ñ  |  | 
 e  gaan  at ; 11  y  a  beaucoup  de  gens 
 e  gaan ; nong  1l  y  a  beaucoup  de  mou-  &  ches  !  |  gaan“  de  lui,  chez  lui,  au  sujet  de  lui  Ë  |  gaak  de  moi 
 gaam ; de  toi  | 
 jaa ; gaadru  ?  lequel  de  vous  deux  ?  il  est 
 aa ; ditr  duong  gut  gaadrin  U  parti  en  secret  de  chez  eux  îË  ‘  ﬁ  rappel  obligatoire  aprês  le  verbe  quand  l'interrogatif  pourquoi?  (a  geeû  ou  .  .  jeù  caan)  est  en  tête  d'énoncé 
 a  geeÜ  umwe  caa  he  gaan  ? ; pourquoi  q  n'y  vas-tu  pas  ?  | 
 jeû  caan  ame  kuku  gaan  wanakat ; ?  pour-  î  quoi  l'enfant  pleure-t-il  ?  : 
 gaoo ; rangée,  ligne  ‘ly  allée  gaod 
 Goo  hnyi  baaten ; gedhen  bordée  d'arbres  î‘: 
 !  »  aû  dho  xaca  gaoo  ! ; lis  une  ligne  (lis  une  phrase  !)  (c£.  ga-  et  gagaa) 
 .  gaugawa ; poisson 
 * ;" “relégué"",  Therapon  jarbua  0R  sauter  ga  b.  voler  (oiseau)  c.  extérioriser  sa  joie, "
 son ; approba-  tion  (par  des  cris,  des  rires)  gâ  but  hon  Goo  !  saute  de  l'arbre  !  ® 
 ame ; gâ  dho  hoco  la  poule  sultane 

; s'envole 
 oogâäâ ; a.  faire  s'envoler  prouver  bruyanmment  (par  des  cris) 
 gâgä ; sautiller  (c£.  gâ) 
 E3 ; L 
 d  gârä  âk ;" alcool  (anglais  ""grog"") "
 ge ; préposition  marquant  l'instrument,  la  cause,  la  source  adree  hiingä 
 ge  ke ; iveto  ils  l'ont  tué  avec  une  pierre 
 tuo0o ; gedhen 
 ge ; iwahnaihmioony  pré-  server  la  route  des  ennemis 
 känâm  ge ; drou  couvrir  de  cendres  ... 
 ogee ; ha  belen 
 daa  ge  koio ; j'ai  donné  de  l'eau  à  boire  au  petit  garçon 
 kedhaa  !  ou ; eâu 
 ge  aec ; hé,  fais  at-  tention  au  requin 
 ! ; obubuny 
 ge ; megic  trembier  de  froid 
 gedhen ; route,  chemin 
 deek  gedhen ; ma  route 
 deem ; gedhen  ta…—  deeny 
 gedhen ; 5a 
 -— ; èei  petit  piquet  planté  pour 
 marquer  — ; l'emplacement 
 de ; l'igname 
 à ; planter  vgeju  espêrer  geju 
 käu ; espérer 
 en ; lui,  avoir 
 con- ; fiance  en  lui  gejoon  espérer  quelque  chose  jeÜ  umwe  gejoon  ?  qu'espères-tu  ?  * 
 geeÜû ; pourquoi  ? 
 ®  umwe  tenge  geeû  ? ; pourquoi  pleures- 
 tu  ?  umwe  caa  he  ceeû  ? ; (ou  bien) 
 a  geeû  umwe  caa  he  gaan  ? ; pourquoi  n'y 
 vas- ; tu 
 pas  ?  gewe ; fossé,  chenal 
 waagewe ; rivière 
 giê  .  raser ; quelqu'un  (cheveux  ou  barbe) 
" se  raser  ug""  gili ";" scie,  scier  (<  PN  ""kili"") "
 giloo  scier  quelque  chose  gilii  +  ginye ; puits 
 dans  le  sable  (eau ; saumä-  tre) 

 giris ;" graisse  (anglais  """"grease"") "
 gomok ;" p1;nte  spe "
 gotheny ; ‘  oiseau  nocturne  (son  chant  mar-  que  un  présage) 
 go ; hache 
 ca  goO ; manche  de  hache  herminette 
 gO  xete  gc ; sûsû  binette 
 goo ; couper,  inciser 
 gii  +  ame  go0  caan ; il  fait  une  incision  sur 
 sa ; jambe 
 gügolo ; fibre  prise  sur  la  nervure  cen-  trale  de  la  palme  de  cocotier  (sert  d'attache)  goôlop  plante  :  Octotheca  ouveana,  Ara-  liacée 
 goôom ; dans 
 : ; mekiny  goom  maladie  éléphantiasis 
 ha- ; donner  (+  complément  incorporé)  (sens  causatif) 
 ha  an ; faire 
 manger ; quelqu'un 
 ha  belen ; donner 
 à ; boire  à  quelqu'un 
 ha  onyen ; remplir  quelque  chose  ha  anyin  donner  à  quelqu'un  ame  ha  ok  il  me  donne  à  manger  boire  de  l'alcool 
 ame  ha  belidra  ge  gâräâk ; il  1gur  fait 
 ame  ha  Onyen  kaea ; il  reÙplit  la  cale-  basse  (cf.  haam)  haa  dire  ame  haa  kâu  me  amaa  olä  ke  koko  ii  lui  dit 
 de ; cuire 
 une ; igname 
 haa  monoo ;  bafouiller 
 haa  menenä ; expliquer, 
 dire  clairement ; quelque 
 chose  haba  ...  me  marque  discontinue  de  théma-  tisation  °  e  quant ; ä... 
 haba  ien  me  Poou  son  nom, ; c'est  Poou 
 p3  haba  wanakat  me  ame  walak  quant  a  1l  enfant,  il ; joue 

; 4  g&ôny   nom  du  bord  de  mer,  côté  du  la-  gon  goraany  haut  edhoo  goraany  en  haut  goraany 
 ai ; vers  le  haut, 
 en ; l'air 
 gqufa ; crédit,  dette 
 kot ; gufa  régler  la  dette 
 xuc  gufa ; régler  des  dettes 
 gugumelam ; nom  de  frêres  siamois  mythi-  ques 
 gun ; àa.  plante  Erigeron  sp.,  Composée  b.  jeu  d'adresse  avec  petites  sagaies 
 ioo  gun ; faire  un  concours  de  jeÿ  de  sagaies  (c£.  mëëguq) 
 gut ; particule  postverbale  (variante  de  but) 
 aa  ditr  duong  gut ; 1l  est  parti  en  se-  cret 
 aa  iong  gut ; il  a  disparu 
 haba  eetr  me  ogee  mwi  Numea ; hier,  j'ai  été  à  Nouméa 
 .  habe ; dans 
 e  ka  habe ; que  (+  discours  direct) 
 ( ; A  »1  ame  haa  ka  habe  C  -  .  il  dit  »  L  L  L  habeboo  gâter  (un  enfant),  lui  donner  toujours  raison 
 habee ; amorcer,  appâter  (cf£.  -be!) 
 habûû ;  postverbe 
 .  _ ; prématurément  (en-  fant) 
 koiu  habôû  naître ; prématurément 
 hac  faire  un  raccord  avec  une ; noùvelle  feuille 
 de  pandanus ; (tressage) 
 hacoo  défendre,  protéger ; quelqu'un 
 hacii  +  hada  partie  charnue  (au ; niveau  de  la  taille)  A  E  VIN 

 t  48  hadedon ; gâter  (un  enfant) 
 hadu ; jeu  de  fice1ie 
 hadreû ; chauve 
 hadrongoc ; lueur  phosphorescente  dans  la  nuit 
 hadruë ; aider  quelqu'un 
 hadruoo  +  aa  oo  me  hadruäâ ; il  est  venu  l'aider  il  est  venu 
 aa  oo  me  hadruo0  nya ; m'aider 
 ûhad  ruo ; aide,  aider  (intr.) 
 ame  ÜGhadruo  koo  nya ; il  est  serviable  envers  moi 
 haec ; cervelle  . 
 hage ; plante 
 L ; Cladium  mariseus,  Cypé-  racée 
 hagutà ; pousser  pour  faire  tomber  ou  pour  faire  avancer  (ex.  voiture) 
 hagutoo  + ; et 
 ++ ; —  mmc  —0  hai  !  dire,  parler 
 hai  kongoo ; dire  du  mal  de  quelqu'un 
 hai  sooë ; dire  du  bien  de  quelqu'un  hai“  fumée  haiiny 
 meic ; la  fumée  du  feu  hai  *  lever,  soulever 
 hoi  + ; et  ++ 
 ame  hai  dho ; anyin 
 utohmu ; il  soulève  son  casse-tête 
 ame  hoi  nya ; il  me  soulève 
 hoi  utoo ; soulever  des  bois 
 hahai ; soulever  (en  s'y  prenant  plu-  sieurs  fois) 
 hohoi  dho  | ; lève-toi 
 ! ; hai  *  sortir  la  nourriture  de  lamarmite 
 hoi ; ++ 
 hai  dho ; jee 
 koko ; hnyin 
 otr ; sors  les  ignames  de  la  marmite 
 ! ; hôÎ  otr  vider  la  marmite,  servir  (ce  est  dans  la  marmite)  qui  hai  *  entonner  un  chant 
 jeû  inyaa  hai  ? ; que  dois-je  entonner?  entonner  le  chant  SD5  se 
 hai  XUMwONg ; haai  nager 
 haaiâ ; nager  avec  quelque  chose,  en  tenant  quelque  chose  hai 
 äâ ; critiquer  quelqu'un,  dire  du  mal 

; de  quelqu'un 
 haioo  +  °  &n  ha  iaa  ke  at ; critiquer 
 une ; personne 
 haioc  nya  me ; critiquer 
 haioo  monu ;  demander  pardon 
 pour  une ; faute 
 haiihnää ; a.toile  d'araignée  b.  voile  ÿahaiihnâa  araignée 
 haingen ; il  dit  (+  discours  direct)  .  haingok  je  dis 
 haingâm ; tu  dis 
 haingen ; il  dit 
 haïngo  Paulo ; Paul  dit 
 haïngen  do  koo  nya ; 11l 
 me ; dit 
 haiwato ; se  renverser,  chavirer  (bar-  que) 
 haiwatâ ; renverser  quelque  chose 
 ame  haïwato  galu ; la  barque  chavire,  se  Trenverse  que 
 ame  haiwatä  galu  il ; renverse  1a  bar- 
 hajo ; fourmi 
 wahajo  une ; fourmi 
 hak ; barriëre,  clôture 
 hagik  hak  ma ; barriëre 
 haakee ; (=  kaakee)  seul,  isolément 
 haakee  inya ; je  suis  seul 
 haakee  e ; 1l  est  seul 
 haakee  tootr ; être  tout  seul  être 
 hakekeny ; proche 
 hakekenyä ; être  proche  de  quelqu'un  ou  de  quelque  chose  hakekenyii  + 
 he  hakekenyä ; s'approcher  de 
 laba  hakekenyâ ; rester  près  de 
 haki ; épais  Uhakiiny  son  épaisseur,  l'épaisseur  de  quelque  chose  hakic  plante  :  Ficus  scabra  Forst.  Ë£.,  Moracée 
 haalee- ; marque  la  posèession 
 de  ce ; qu'  on  élëve  (animaux  domestiques) 
 haaleek  kuli  mon ; chien 
 haaleem  kulj ; ton  — 
 haaleeny  kuli ; son  — 
 kuli  haaleeny  moomo ; 1e  chien  de 
 la ; fenmme 
 kuli  haalee  Paulo ; le  chien  de  Paul  (c£.  haatr!) 

; halélôû  mince,  peu  épais 
 Üüha  Le  Loûen  sa ; minceur 
 haleloüen  sa ; tempe 
 haleloûok  ma  — ; haleLôûâm  [halelôoûüem]  ta 
 — ; haalinä  élever  (enfant),  soigner, 
 sur- ; veiller 
 la ; croissance  de,  s'occuper  de 
 ame  haalinä  wanakat ; elle  s'occupe  de  l'enfant 
 ame  Üühaalin ; elle  est  gardienne  (c£.  haatr!) 
 halubaahingen ; attendre  quelqu'un 
 ame  halubaahingen  ke  at ; il  attend  queiqu'un 
 orine  halubaahingen  ka  oo  nya ; ils  at- 
 tendent ; pour 
 me ; voir 
 ame  halubaahingok ; (ou) 
 ame  halubaahing  nya ; 1l  m'attend 
 ame  laba  halubaahing ; ‘il  reste 
 en ; at-  tendant 
 ülubaahing ; Tl'attente 
 haam! ; donner  quelque  chose 
 !  haam  käu  falawa ; donne-lui  le  pain 
 !  haam  jeem  ko0  nya  falawa  ! ; donne-moi 
 ! ; le  pain 
 . ; 1l 
 ame  haam  ke  tang  ka  soohmwecaa ; donne 
 un ; panier  à  la  vieille 
 Ghaam  kouâ ; se  donner  mutuellement  (c£.  ha-) 
 haam“ ; plante 
 .  e ; Microserma  saZicibeia  Labill.,  Thyméléacée 
 ûhaam  un ; pied  de  — 
 hama  marteau ;" (anglais  ""hammer"") "
 haamâ ; [haamæ]  voir  pour  la  première  fois,  découvrir  queique  chose  de  nou-  veau 
 haamoo  +  hameiû ; plante 
 : ; Portulaca  sp.,  Portula-  cacée 
 ä ; feuilles  comestibles 
 hamen ; c'est 
 son ; affaire,  sa  responsabi-  lité,  personnellement  (souvent  employé  dans  les  actions  réfléchies) 
 hamwok ; c'est  moi  personnellement 
 hamûm ; c'est  toi  personnellement  …. 
 haba  koio  me  ogee  hamwok  hingâlää ; l'eau,  c'est 
 moi ; qui  l'ai  répandue 
 at  aa  ka  hamen  hlingäâ ; l'homme  s'est 
 tue  otine  ka  hamwotin  hlingo  otin  bi  nous  nous  tuerons ; nous-mêmes 

 49  hamweiing ;  poisson 
 .  . ; perroquet  banane,  Bodianus  perditio 
 1  han ; manger,  repas 
 ame  han ; il  mange 
 ame  han  koko ; il 
 mange  de ; l'igname 
 han  thuU ; manger  sans  condiments  (vian-  de  ou  poisson) 
 han  kap ; violer 
 un ; interdit 
 jee  han ; les  repas 
 hanâ ; festoyer  ä  l'occasion  de  quel-  que  chose 
 hanâ  tootr ; festoyer  pour 
 un ; mariage 
 be  han ; a.  avoir  faim  b.  être  avare  (cf.  an“)  han*  infecté 
 e  han  dut ; c'est  infecté 
 hanen ; partie  complémentaire,  compagnon,  second,  pair,  membre  de,  assistant 
 hanok ; mon  second, 
 mon ; pair 
 hanâm ; ton 
 —  , ; ton  — 
 hano  Paulo ; l'assistant  de  Paul 
 iny  hanen  Lap ; je  suis  membre  du  clan 
 ogeme  hanen  ûxacakou ; j'assiste  ä  la  réunion 
 haanii ; igname  de  semence 
 wahaani  i ; une  -— 
 om  haani ; 1  les  — 
 uma  haanii ; abri  pour  les  semences 
 . ; -hanic  plante 
 . ; oranger,  Rutacée 
 Ghani ; c 
 un ; oranger 
 wahanic ; orange  Lehanic  feuille  d'oranger  sahanic  plantation  d'orangers  sa 
 haniny ; soeur  (d'un  garçon),  son  frè- 
 re ; (d'une  fille) 
 hanik  moomo   ma ; soeur  (garçon  parlant) 
 ——  hanâm  moomo ;  ta 
 haniiny  sa ; prise  (G  la  chasse  ou  à  la  pêche) 
 haniik  wâä  mon ; poisson  (pêché) 
 haneem  vâä ; ton  — 
 haniiny  wâä ; son  —  hano  jouer  aux  cartes  _ 
 wahano ; carte 
 a ; jouer 
 hano ; plante 
 : ; Polyscias  pinnata  Forst.,  Araliacée 
 hanu ; a.  âme,  esprit  (d'un  mort)  b.  silhouette,  apparence 
 hanuuk  mon ; âme 

" p""  1  P  50  hanoom "; ton  âme 
 hanoon  son ; — 
 hangoc ; cracher,  crachat 
 hangojik  mon ; crachat 
 hango ; j 
 âm ; ton  — 
 hangoiin  son  —  hango  j  à ; cracher 
 sur ; quelqu'un,  cra-  cher  quelque  chose 
 hanyâäüâ ; [hanyaüæ]  passer  par  dessus,  franchir 
 hanyâüco  +  hanyem ; plante 
 : ; Myoporum  tenuifolium  Forst.,  Myoporacée  hanymen  son  devoir,  sa  tâche,  sa  fone-  tion,  sa  charge 
 hanymok  mon ; devoir  hanymâm  [  hanmæem  ]  ton  —  haooLaany  aube  haootreng  dans 
 e  ° ; hau  haootreng  nuit  tombante 
 hap ;  préverbe  marquantqu'umeaction  est  nouvelle  ou  de  nouveau  possible  otin 
 hap ;" vekenyä  ju  on  peut  alors  se  mettre  à  ramer  les  ignames  ...  harkoio  barrières  de  protection  pour  les  champs  contre  les  embruns  marins  harngçäâ  maudire  quelqu'un  ;l  harngoo "
 +  Gharngo ; maudire  (intr.),  malédiction  harveek  plante  :  Premma  integrifolia,  Verbénacée  ut-harveek  bois  utilisé  pour  £aire  du  feu  par  frottement  (c£.  veek)  Il 
 hat ; brillant,  scintillant  _ 
 son ; éclat 
 ûhatiny  haten ; marque,  signe,  repère  R  e 
 bii  haten ; marquer  quelque  chose 
 hatong ;  bouture 
 de ; taro,  tête  de  taro  qu'on  repique 
 bahatong ; bouture 
 de  taro  hatongâ  hnyei ; repiquer  des  taros 
 hatongik ; ma  bouture  de  taro 
 hatongâm ; ta 
 — ; hatonginy  sa  ——  D  t  —  hatr!  plante 
 : ; Maba  buxifolia  Pers.,  “ 

; Ebénacée  hatr*  jeu  d'adresse  avec  des  petites  sagaies 
 ioo  hatr ; (ou)  üôô-hatr  faire 
 un  con- ; cours  de  lancer  de  sagaies  haatr!  élever,  soigner  (enfant) 
 ame  haatr  wanakat ; (=  ame  haar  wanakat)  elle  élëève  l'enfant 
 ame ; haatr  nya  (=  ame  haar  nya)  elle  n'élève  (cf.  haalinä)  haatr?  coeur  (figure  du  jeu  de  cartes)  (anglais  ’'heart”)  hatre  gaulettes  horizontale3'maînte—  nant  la  paille  du  toit  (à  l'extérieur  de  la  maison) 
 hau ; G.  blauc  b.  rosée  matinale 
 hauda ; embarquer  (intr.) 
 hauden  hu ; charger  le  bateau 
 hna ; hauden  la  cargaison 
 haû ; glisser,  déraper 
 haûhaü ; eglissant 
 have ; écarter  avec 
 un ; bâton  (ex.  pierres  du  four) 
 havii ; +  hawa!  crabe  de  terre 
 hawa“ ;" heure  (anglais  Ilhour""  ) "
 .  haawa ; interrogatif 
 . ; est-ce 
 que  ?  com- ; ment  ? 
 haawa  odrin  sehnyin ; Lakeiny 
 ? ; est-ce  contents  -!} 
 » ; que  ses  sujets  sont 
 hawâ ; appeler,  convoquer 
 haoo ; + 
 hâe  .  . ; plante  Polyalthia  nitidissima,  Annonacée 
 hâeä ; être  mariée  (femme) 
 aa  hâeä  Banutr ; elle 
 est  mariée ; ä 
 Ba- ; nutr  (c£.  âeäân) 
 hähâ ; facile,  aisé,  léger 
 e  .  häâng ; locatif  1lä-bas, 
 au  loin ; (axe  non  orienté  parallële  au  rivage)  bwele  ju 
 häâng ; regarder  1ä-bas 

 hât ; cru,  vert  (pas  mûr),  neuf 
 too  hät ; liane  verte,  corde  neuve 
 bo  hätäân ; sentir  le  sang  (viande  ou  poisson  cru) 
 oohâtä ;  renouveler 
 häup ; aboyer 
 hâû ; pondre 
 bwiny  hâüû ; nid 
 hâûhveetr ; plante  :  Cenchrus  echinatus  L.,  Graminée 
 he ; aller,  voyage  he 
 dhe  ! ; va 
 !  .  he  but  k ; va-t'en 
 !  he ; viens 
 Î ; ieem 
 !  he  halaë ; continuer  errer  he 
 monu ; ooheä  faire  alier,  faire  avancer 
 he  ka ; aller  pour  (sert  d'auxiliaire  pour  marquer  le  futur  proche,  l'inten-  tionnel) 
 ogeme  he  ka  han ; je  vais  manger 
 aa  haa  me  ame  he ; ka  hejeen  il  a  dit  qu'if  viendrait  — 
 .  hee ; locatif 
 « ; aux  alentours  (localisa-  tion  imprécise)  taveet 
 a ; cdra 
 hee ; les  hommes  qui  sont  aux  alentours  (c£.  ehee) 
 heaû ; fFaire  du  sur£f  (sur  1eè  vagues) 
 heceC ; aller  couper  des  boutures  de  pa-  tates  ou  des  feuilles  de  bananier  hücûû  ++ 
 heceû  ke  Lo0 ; aller  couper  une  feuille 
 de ; bananier 
 hûcûü  lo@c  aller ; couper  des  feuilles 
 de  bananier  hûcûü  badeetr ; aller  couper  des  boutu- 
 res  de  patates  nedrien ; honoraires,  cadeau 
 pour  remer-  cier  le ; guérisseur 
 hedrien  bubuny ; paiement  du  médicament 
 hel&  come, ; pareil 
 heiä  € ; c'est 
 comme  ça ; helä&  thibut  e  c'est  toujours  comme  ça  helë  me  pareil  que  helä  me  jee  bongon  adreem  tout  comme  les  manières  d'autrefois  helâkee  peut-être,  il  semble,  on  dirait  heläëkee  me  e  hu  at  on  dirait  qu'il  y 

; 51l 
 a ; quelqu'un  (c£.  helà  et  kee) 
 he ; L 
 äâm ; chercher,  chercher 
 du ; regard 
 helcom  +  jeü  umwe  heläâm  ? ; que  cherches-tu 
 ? ; (c£.  eläâm) 
 helääng ;  peut-être  (marque  dubitative) 
 helääng  kee  amaa  hnyi  he  jeem  anee  hu  üen  kâu ; il  viendrait  peut-être  aussi  s'il  avait  le  temps  (c£.  helä  et  ang°) 
 he ; Le!  marcher  vite 
 he ; Le“  couteau  (<  PN)  hele 
 fäfâ ; lame  de  bambou  heleû  aller  chercher  (+  complément  in-  corporé)  heleü  an  aller  chercher  à  manger  heleû  utoo  aller  chercher  du  bois 
 hia ; tous  tout, 
 ta  jee  thaan  hia ; tous  les  chefs  ils  sont  tous  ici 
 odrin  hia  ang ; taveet 
 hia  thidho ; tous  les  hommes 
 hiaa! ; postverbe 
 : ; complêtement,  en  to-  talité  (après  verbe  transitif) 
 ogee ; ijem 
 hiaa  belik  koio ; j'ai  bu  toute  mon  eau 
 aree  soo  hiaa ; je 
 üoo ; ils  ont  coupé  tous  les  arbres 
 hi ; aa“  absent,  pas  là  (en  parlant  de  quelqu'un)  (+  complément  personnel  objet) 
 hioo  +  e  hiaa ; il  n'est  pas  là 
 e  hiaa  but ; il  n'est  plus  lä 
 e  hioo  nya ; je  ne  suis  pas  là 
 e  hioo  u ; tu  n'es  pas  lä 
 oohiaa ; faire  disparaître,  enlever 
 hiiä ; ..... 
 se ; moquer  de  quelqu'un 
 hiioo ; +  et  ++  ibviô  plaisanter  (intr.),  plaisante-  ril1e 
 .  . ; Colubrina  asiatie 
 hiaäû ; plante  a,  (  Brongn.,  Rhamnacée  ‘  hic  prier,  prière  hijà  prier  pour  quelqu'un  hna  hic  bénédiction  hicâ  mâcher  (écorces,  chewing-gum)  répitatéest  sé 

 I‘l]  SE ; 52 
 hicâ  ke  waasu ; mâcher 
 un ; chewing-gum 
 hicok  waasu  mon ; chewing-gum 
 hicâm  waasu ; ton 
 —  hicen  waasu ; son  — 
 hidrou!  se ; décolorer  les  cheveux  ä  la  chaux  hidrou?  jeune  homme  (célibataire) 
 hien ; son  aide,  son  allié 
 hiok ; mon  aide,  mon  allié 
 hiäm ; ton  — 
 jee  lahien ; ses  alliés 
 hiigâ ; ou  hiigo  (Fajawe)  postverbe 
 .  . ; doucement,  avec  préêcaution  {\  anyâ 
 hiigäâ ; ou  anyâ  hiigo  faire  dou-  cement  'îl  higic  nasse 
 higihmaai ; jeune  garçon  (pas  encore  en  âge  de  se  raser)  hihiny  enfoncer,  laisser  une  empreinte  e  e  (dans  la  boue  ou  dans  le  sable) 
 Ghihiny  kou ;  promesse,  serment  (c£.  hiny*)  hije  grimper 
 sur ; le  dos  (enfant)  hije 
 dho  ! ; grimpe 
 ! ; hijeen  porter 
 sur ; le  dos 
 hi ; jeeû  être  chargé,  avoir  une  charge  sur  le  dos  v‘l  hijing   barriëre  pour  protéger  les  champs  contre  le  vent  | 
 him ;  pendre,  être  accroché 
 hime ; pisset  î 
 bahime ; urine 
 hinoo ;  pousser  avec  la  main  pour  intro-  duire  quelque  chose  (+  complément  in-  corporé) 
 hinoo  utoo ; mettre  du  bois  dans  le  feu  (c£.  inâ)  hiinu  râper  du  coco  (c£.  nu)  e  e  L 
 hing ; valorisateur  préposé 
 au  nom: ; vrai,  véritable,  authentique  hing 
 jeeûù ; aliment  comestible  — 
 hing  ûen ; troohnen  bon  moment  pour  bu-  ter  les  ignames 

 hingat ; a.  vieux,  vieil 
 homme ; h  L2e  dignitaire  de  la  chefferie  conseiller 
 du ; chef 
 hingatiny  thaan ; (c£.  hing  et  at) 
 hingâlää ; répandre  quelque  chose  (c£.  hingolo) 
 hingolo ; couler,  se  répandre 
 ame  ba-hingolo ; ça  déborde 
 ame  hingolo  dren ; son  sang  coule  (c£.  hingäläâ)  hiny}  sauvage,  amer,  salé 
 buaka ; hiny  cochon  sauvage  koihiny  eau  salée  Creuser  hiny”  hiny 
 koko ; creuser  pour  récolter  l'i-  gname  hiny 
 op ; creuser  le  trou  sa  mêre  hinyen  hinyok  ma 
 —  hinyäm ; ta  — 
 hinyo  Paulo ;" 1la  mêre  de  Paul  hiid  répartir  le  ""fat"",  annoncer  ä  qui  revient  chaque  tas  de  vivres "
 hiok ; plante 
 .  . ; Wedelia  biflora  (L.)  DC.,  Composée  &  feuilles  comestibles  hiip  mettre,  arranger,  placer,  ranger  hiip 
 bateu ; arranger  les  pousses  d'i-  gnames  (sur  ies  rames) 
 hitangen ; mettre  quelque  chose  dans 
 un ; panier,  empaqueter  hitong 
 ++  aree ; hitangen 
 dut  hnyi  ke  tangaai ; ils  l'ont  mis  dans 
 un ; panier 
 hitong  bwihlaany ; mettre  des  offrandes  dans 
 un ; panier  (cf£.  tang!)  hitong  cf.  hitangen 
 hitru ; gratter  la  pulpe 
 du ; coco  avec 
 un ; coquillage 
 hiitroo ; (trans.) 
 hitruu  ++ ; ho-!  préfixe  des  bruits  de  voix, 
 des ; pa- 
 .  . ; roles 
 hofuuc ; parole 
 hovejet ; récit  (c£.  la  variante  hwa-!) 

; ho-?  dans 
 L  ho-kong ; mauvais, 
 non ; cultivable  (ter-  rain) 
 ho-soo ; bonne 
 terre ; meuble,  fertile  (c£.  hon) 
 hobelou ; vanité,  prétention 
 hobesoon ; son  beau-frêre, 
 son ; cousin  croisé,  sa  belle-soeur, 
 sa ; cousine  croisée 
 hobesuuk ; mon  — 
 hobe  soom ; ton 
 —  jee  la  hobesoon ; ses  beaux-frêres 
 hobetr ; (=  hober)  dans 
 hoberkoio ; le  bord  de  mer 
 hobikäu ; pour  lui  (bénéficiaire),  pour.  (+  nom  commun) 
 hobikoo  +  hobikäu  thaan ;  pour  le  chef 
 hobiko0  nya ; pour  moi  hoc  mâcher'des_êcorces  huc  ++ 
 hoac ;" cheval  (anglais  ""horse"""") "
 hofuuc ; parole 
 hwan  hofuuc ; sa  parole  (c£.  ho-!  et  fuuc) 
 hohoc ; mâcher,  mächouiller  quelque  chose 
 ame  hohoc  kueenyä  bâânâ  he  ka  hna ; il  le  mâche  longtemps  avant  de  l'avaler  (c£.  hoc) 
 hok ; se  déplacer,  avancer 
 hok  cu  hââng  ! ; avance 
 !  hok  thibi ; bouger 
 un ; peu,  se  déplacer  à  peine 
 hukäâ ; bouger  qqc,  activer  (feu) 
 hook ; !  charge,  fardeau 
