gasi;en route!, allons-y! (nous deux);90
gato;gâteau (< français);90
gaawa;fendu;90
pha-gaawiin;fendre qqch;90
gawêlû;tromper, jouer un tour couillonner;90
gawêlûüên;(+ nom commun);90
gawêlûê;(+ personnel);90
ta gawêlüê no;1l m'a bien eu!;90
geek;sale;90
geexa-r;saleté, crasse;90
geelo;sorte de coquillage gastéropode;90
gen;mentir;90
ta gêlé no;il me ment;90
go gen;faire semblant de pleurer;90
phaliic gen;faire semblant d'être malade;90
geny;stérile (femme);90
gee-;air (d'un chant), musique;90
gee nhaô;air du chant;90
gerec;graisse (< français);90
gereya puka;graisse de porc;90
geexa-r;saleté, crasse (de qqch.);90
haï geexa-r;c'est plein de saletés (voir geek);90
giliîn;ne pas voir;90
ta pe-gflf la;il ne les voit pas;90
yo yhaap gilfin;tu cherches sans VOIT;90
glir;tailler du bois avec un couteau;90
no giir yeek;je taille du bois;90
gitaar;guitare (< français);90
gitaar 1no;ma guitare;90
ber gitaar;jouer de la guitare;90
yhoeen gitaar;jouer de la guitare;90
go;pleurer;90
pur da me yo go ?;pourquoi pleures-tu ?;90
goobe;lambin, empoté;90
goc;ficeler (un paquet);90
goc timi tholam;ficeler le panier;90
golavuur;clone de bananier;90
gôlêm;redémarrer (un abcès, une maladie), rechute (d'une maladie);90
gôlêm maalâû li no;ma blessure s'est réinfectée;90
gôlêm phaliiya-n;il a fait une rechute (à propos d'une maladie);90
gom;holothurie noire;90
goony;nervure centrale des folioles de la palme de cocotier (utilisée pour fabriquer des balais);90
gu;butte de terre, tombe;90
gu uvi;butte d'igname;90
gu maac;tombe;90
gu-;sa tombe;90
suu-;dans;90
guu-mwa;derrière la maison;90
guudo;coquillage : troca vert, Tectus pyramis, Trochidé;90
guk;plante : "bonbon kanak", liane à fruit comestible, Melodinus sp Apocynacée;90
güxeen;sucer (bonbon);90
gûlé-r;bruit (de qqch.);90
sûlé loto;le bruit de l'auto (voir gun?);90
guu-mwa;derrière la maison;90
gumwaleen;faire des choses en secret, "magouiller;90
gumwer;manger sans dents mâchouïiller;90
gun!;oiseau : pigeon vert Drepanoptila holosericea;91
gun?;bruit, grondement;91
gôûlé-r;bruit (de qqch.);91
gupen faire;l'amour, avoir des rapports sexuels;91
guur;dans;91
pu guur;‘coco mange-tout” (à;91
ha-!;forme abrégée de la négation;91
havan;ou harevan ne...pas;91
ha-n0 haam;je n'ai pas faim;91
ju ha-ra nyelâû;11 n'est vraiment pas intelligent;91
ha-ra-m ora éêna;il ne va pas pleuvoir aujourd'hui (voir havan et harevan);91
ha2;nom d'une petite roussette;91
hâ!;marque d'aspect : action continue;91
kam ra hà ina hôên timi mwa;alors, elle continue à bien arranger la maison;91
hâ-2;préfixe des contenus et, par extension, des produits d'une action (forme abrégée de hâläâ-);91
hâ-du;moelle d'os;91
hâ-iyu;marchandise;91
hâ-naar;contenu du four;91
hâ-nu;chair du coco;91
hâ-thavo li va;notre œuvre;91
hâ-theo li er;son produit de pêche à la sagaie;91
hâ-thevâ;iris de l'œil;91
hâ-yalap;les provisions qu'on est allé chercher se rencontre aussi dans l'expression suivante : son frère, sa sœur (voir;91
hâ-ava-n;bourre sucrée comestible) Oh;91
guxeen;sucer (bonbon) (voir guk);91
guyaap;plante : goyavier, Psidium L., Myrtacée (< français "goyave");91
ava-n;"son frère, sa sœur") (voir hâlâ-r);91
haa;a. tapa, ancienne étoffe faite avec le murier à papier , b. plante muriIer à papier Broussonetia papyrifera (L.) Vent., Moracée;91
haba;parler à tort et à travers, se mêler d'une conversation sans savoir de quoi 1l s'agit;91
haba-r;assiette de, assiettée (< ham);91
haba-m;ton assiette;91
haba-lea;assiette plate;91
haba no;assiettée de poisson;91
habe!;aisselle;91
habee-;ton aisselle;91
habe2;assister un malade, veiller sur lui;91
no habe er;je veille sur lui;91
habu;avant, devant;91
er habu;il est devant (en parlant de qqn);91
ta habu li o;c'est devant toi;91
van habu;va devant!;91
habu eebwan;avant-hier;91
habubuc;clone de taro d'eau;91
habwal;a. soulever, relever (qqch qui est tombé);91
habwa ti baara yeek;relève le bout de bois! b. soutenir (moralement) froid;92
ja cu-vuung me ja habwae;;92
Kanaky;nous nous dressons pour soutenir Kanaky;92
habwa?;croire, supposer;92
ja habwa hai ro-n thaawa;on croyait qu'il était arrivé;92
habwan;vêtements (en général);92
habwäâlé-ng;mes vêtements;92
habwar;jurer, faire un serment;92
habwe;gourdin (qu'on lance pour chasser les oiseaux, les roussettes);92
habween;lancer un gourdin;92
hâc;gros, grand;92
ta jon hâc;il est vraiment gros;92
timi mwa hâc;la grande maison;92
timi pwac hâc;la grande rivière;92
haac;pronom personnel 2PI (sujet et pronom indépendant) : vous;92
haac huu;vous mangez;92
hada-r;branche;92
hada yeek;branche d'arbre;92
hado;plante : bourao sauvage Malvacée;92
hagoony;coquillage : bénitier sp., Tridacnidé;92
hagu;plante : roseau servant de manche de sagaie, Graminée;92
haïl;a. beaucoup;92
haï no;il y a beaucoup de poissons;92
hai pwâ-maak;il y a beaucoup de mangues b. augmentatif devant certains verbes d'état;92
hai chaam;il fait très;92
no haï chaam;j'ai très froid;92
haï nhu;il fait très chaud;92
no hai nhu;j'ai très chaud;92
haï2;conjonction introduisant certaines complétives : que (discours indirect, opinion);92
ta hari chaa-ng haiï yo phee;;92
eebwan;1l m'a dit que tu étais venu hier;92
no nyelà haï yo-m ta Pweevo;je sais que tu vas aller à Pouébo;92
harevan no-n nyelä haïi wam;;92
Eliane ji yer phweemwa-n;je ne sais pas si Eliane est chez elle;92
no namer haï ji hô;je pense que c'est bien;92
van kia haï ji er wa avôlô-n;va voir si grand-mère est chez elle;92
ha;non;92
haï!4;exclamation;92
haing;poisson : maquereau Rastrelliger kanagurta;92
haja;pêcher les "savonnettes;92
(phaleec);dans les trous du platier en sondant le sol avec une barre à mine;92
hajer;monnaie traditionnelle en perles de coquillages;92
hajïi;idiot, imbécile;92
hajün;conduire, guider (forme transitive de hany);92
hâlâju;vrai, exact;92
halalaa;lâche (nœud), dénouée (corde), flottant (vêtement);92
hon halalaa timi jan;la corde est dénouée;92
halaang;clone d'igname (Dioscorea alata) clone d'alata moelle d'os;92
halaang bwau;;92
halaang phoro;;92
halaang püny;;92
hâlâ-r;;92
hâlâ du;;92
hâlâ jau;plante : arbuste, Papilio- nacée;93
hâlâ mar;nom général de ce que l'on pêche sur le platier (crabes coquillages, etc.);93
hâlâ we;nom d'une petite méduse (voir la forme abrégée : hâ-2);93
halawea;morpion;93
hâléêc;à maturité (fruit);93
hâliîn;avoir envie de qqch;93
hâlôôk;regarder fixement;93
hâlû;apparence, aspect, reflet, photo ombre portée;93
hâlôü-m;ton reflet, ta photo;93
ham;assiette;93
pwaxa ham;laver la vaisselle;93
haba-r;assiette (de qqch.);93
haba-ng;mon assiette;93
haba-m;ton assiette;93
haba no;assiettée de poisson;93
haam;avoir faim;93
no ju haam;j'ai faim;93
haamar;être étonné, être surpris découvrir avec surprise;93
lha pe-haamar i er;ils sont étonnés de le voir;93
hamwa;préverbe marquant une éventualité, une action non réalisée;93
no hamwa ina me no pha tili kam;;93
hon ala-r;je voulais prendre cela mais c'était vide;93
no hamwa namer me no vâlêc;;93
kam yo-n daan phee;je pensais m'en aller, mais tu es venu juste à ce moment-là;93
wam exi hamwa yoo ka eebwan;;93
you kiyier;si tu avais été là hier, tu l'aurais vu;93
bwa hamwa waaxélàä;on dirait que cest comme ça;93
no ju hamwa hari;ce n'est pas sûr) je dis (mais;93
hamwa-r;forme, apparence, aspect (de qqch.);93
pe-hamwa-le;ils ont tous deux la même forme;93
haria hamwa-r;sans forme, informe;93
thu hamwa-r;avoir la qqch;93
thu hamwa-r wai malf;avoir la forme d'un oiseau;93
hamwiin;manger tout seul, garder sans partager;93
han;chasser;93
ta ta han;il va à la chasse;93
haanang;lever la main (pour frapper), brandir (pour menacer);93
haanangeen;menacer en brandissant qqch;93
ta haanangeen na li no;il me menace (en brandissant qqch.);93
hany!;conduire (bateau, voiture);93
hajün;conduire (transitif);93
ba-hany;gouvernail, volant;93
hany?;dans;93
uru-hany;cyclone;93
hâ-oga-r;testicules (voir hâ-2 et oga-r);93
haom;léger;93
thu haom;manquer de respect;93
haona;intestins;93
haona-m;tes intestins;93
hâôr;loin;93
haova;coutume de deuil;93
hââp;araignée;93
haar;ramer;93
haaleen waang;faire avancer le bateau à la rame;93
ba-haar;forme de rame, aviron;93
hââr;plante : gommier, Cordia myxa L., Cordiacée;94
hâârago;feuilles comestibles, légumes verts;94
hareen;étaler au soleil pour sécher (voir ar soleil);94
harevan;négation : ne...pas (variante : harivan);94
harevan ora;il ne pleut pas;94
harevan ta-m ora êéêna;il ne pleuvra pas aujourd'hui;94
harevan ta phee;il ne vient pas;94
harevan no-m temwa pur bwa;;94
ora;je n'irai pas à cause de la pluie;94
harevan lha thaawa eebwan;ils ne sont pas venus hier (voir ha-l et havan);94
hari;a. dire;94
ta hari chaa-n;il lui dit;94
ta hari na li va;il dit qqch. à propos de nous b. introduit le discours direct :;94
ta hari an cüibwin Aari ‘'bwa;;94
hauyu"";Rat dit : "je n'en sais rien";94
harïï;riz (< français);94
haria;verbe d'existence négatif : il n'y à pas, sans;94
haria uje-m;tu es faible, sans forces;94
baria uje-n;il est sans forces;94
haria no;:il n'y a pas de poisson;94
hon haria;1l n'y en a plus;94
ba haria we;i I n'y a toujours pas d'eau;94
haria koleec pur bwa ora;il n'y a pas d'école à cause de la pluie;94
harivan;négation : ne … pas (variante de harevan);94
haroon;épouser, se marier (femme) (voir aroo- époux);94
hauyu;Savoir (= je ne sais pas) verbe impersonnel : ne pas;94
bwa hauyu;je ne sais pas;94
hauyu li o;c'est ton affaire!, cela ne me regarde pas!, débrouille-toi!;94
hava;pronom personnel 1P1 excl. : nous, nous autres (sujet et pronom indépendant);94
hava huu;nous mangeons (nous autres);94
havaa;personnel locatif 1P1 excl. : nous, nous autres;94
havaa ka;nous sommes ici (voir hava);94
havae-n;son aile;94
havâläic;un (choses larges et plates, feuilles, étoffes, papier) (voir hava-r);94
havan;négation : ne..pas;94
havan hâc;ce n'est pas grand;94
havan ta-m ora éêna;il ne pleuvra pas aujourd'hui;94
havan no thuuma;je ne suis pas content;94
havan no haam;je n'ai pas faim;94
havan no kia wa-temwa lio;je ne t'ai pas vu partir (voir la forme abrégée ha-! et la variante harevan);94
havaneen;combien ? (de choses larges et plates, qu'on peut plier : étoffes, feuilles, peaux de niaoulis);94
havaneen mada ?;combien d'étoffes ?;94
havap;coquillage : sorte de coquille Saint-Jacques, Pectinidé;94
hava-r;a. largeur;94
pe-hava-r;de même largeur b. classificateur des choses larges et plates qu'on peut plier : feuilles, étoffes, papier, peaux de niaouli, etc;94
hava mada;bout d'étoffe;95
hava ba-chomu;page d'un livre;95
havae-n;son aile;95
havaneen ?;combien (d'étoffes ou de feuilles) ?;95
havalâäic;une;95
havaru;deux etc;95
have;pronom personnel 1Du excl. (sujet et pronom indépendant) : nous deux (sans toi ou sans vous);95
have huu;nous (deux) mangeons;95
havee;personnel locatif 1Du excl. : nous deux (sans toi ou sans vous);95
havee ka;nous (deux) sommes ici (voir have);95
havo-;chapeau;95
havo-m;ton chapeau;95
havo phoroca;Typha angustifolia L., Typhacée (lift. chapeau de forçat);95
haxova;se dépêcher;95
haaxu;raz de marée;95
haaya;avoir peur;95
haayaen;avoir peur de qqch.;95
no haayaen tina koau;j'ai peur du chien;95
ta haayae no;il a peur de moi;95
pha-haayaen;faire peur, effrayer;95
hayaaya;balancier de pirogue;95
hâyau;très grand, très gros, immense (voir hâc);95
hê!;exclamation : tiens! (en tendant qqch.);95
hego;barrage en mer (avec terre et cailloux);95
hele;couteau (< polynésien);95
hele pwagi;canif;95
helee-ng;mon couteau;95
helevoop;être à plat ventre, appuyé sur les coudes;95
heena;limace;95
hî!;déictique : ce (précis, proche);95
phaa-me hî;apporte ceci;95
hi gaar-ija;aujourd'hui;95
hî mwa-ja;notre maison, cette maison à nous;95
no phola hî we orââc;je presse ce jus d'orange;95
hibic;ramasser (un à un);95
no hibic bôâc;je ramasse des pierres;95
hibilfin;ne pas reconnaître, ne pas savoir (variante : himilfîn);95
no hibilf o;je ne te reconnais pas;95
hibit;vif, rapide;95
hic;couper, scier;95
hic oga-r;castrer;95
hic pon;couper les cheveux;95
hic poonu;se raser;95
hic no ru hele;je me suis coupé avec un couteau;95
hiiji;fourmi;95
hf;brouter des algues, labourer le sable pour se nourrir (poissons);95
hiülic;se rétracter, rétrécir (ex. corde mouillée);95
himavuc;cligner de l'œil;95
himilfin;ne pas reconnaître, ne pas savoir (variante de hibilîîn);95
hiiny;coque et bourre de coco;95
hür;peler, éplucher (bananes, manioc), enlever la peau, écorcer;95
ta hiir manyoon;elle épluche du manioc (voir ii-r peau);95
hiivaji;sourire, découvrir ses dents;95
hüvic;plante : palétuvier gris, Avicen- nia officinalis L., Verbénacée;96
hivolo;trouble, limoneuse (eau);96
hiwi, hiwiin;frotter, affûter, récurer (marmite);96
hiwi doo;récurer des marmites;96
hiwiin tina doo;récurer cette marmite;96
Hixe;nom de la fille cadette du chef;96
hixic;cailler, se coaguler (sang), se figer (graisse);96
ho!;poule;96
oga ho;œuf;96
ho?;poisson-coffre, Ostracion cubicus;96
ho;grosse cigale;96
hô;bon, bien;96
ji hô;c'est bien;96
ove hô!;cela ne fait rien !, ce n'est pas grave (lift. tout bon);96
hôên;bien (postverbe transitif);96
hava ju ina hôên lhaimi philu li;;96
va;nous avons bien réussi nos danses;96
hô exi;il faut que (lift. bien si);96
hô exi yo mo ka;il faut que tu restes 1C1;96
hoaak;matin;96
hoaaxa chexeen;lundi;96
ba hoaak;tôt le matin;96
hobwac;surveiller;96
hobwayeen;(transitif);96
ahobwac;gardien;96
hooc;lasso, lacet, piège avec nœud coulant;96
hooyeen;(fransitif);96
hooyeen tina vaachi;attraper le bétail au lasso;96
hodem;jeûner;96
bwe hodem;vendredi;96
hojeen;attendre qqch;96
hook;sortir la tête (pour regarder);96
hola-;oncle maternel, neveu croisé;96
hola-m;ton oncle maternel;96
aolan;oncle et neveu;96
h6014-;conscience;96
hôôlâ-m;ta conscience;96
holap;souris;96
hola-;le bout, l'extrémité;96
hola jan;le bout de la corde;96
hola yeek;l'extrémité du bout de bois;96
pha hola-r;prendre la suite (d'une parole) (voir hora-);96
holeer;conduire (en tirant), mener guider;96
holeen chovan;conduire le cheval;96
ta hole er;il le guide (qqn);96
holo;se défaire, se détacher, tomber tout seul;96
pha-olo-va;défaire (une ligature);96
holom;faire des avances pour obtenir qqch;96
hôm;muet;96
hon;marque d'aspect : accompli;96
hon haria;il n'y en a plus;96
hon ora;:1l pleut;96
hon taan;:il fait jour;96
hon taaxac;c'est ouvert;96
hon timi no-n hari êêmi;c'était ce que j'avais dit tout à l'heure;96
bôn!;source d'eau, endroit d'une SOUICE;96
phwâ hôn;trou de source;96
hôn?;pousser (effort musculaire pour expulser, déféquer, accoucher);96
hononom;convoiter;96
Hop;nom des clans chargés de garder la chefferie;97
hor!;pronom personnel 2Du : vous deux (sujet et pronom indépendant);97
hor huu;vous (deux) mangez;97
hor?;poisson : "dawa" à bosse, Naso tuberosus;97
hoor;parler sur le bois, haranguer;97
phwà hoor;celui qui peut parler sur le bois;97
Hoor ma Whaap;division clanique dans la région de l'extrême-nord de la Nouvelle-Calédonie;97
hôôr;sauter;97
hôôr du;embarquer (sur un bateau);97
hôôr da;débarquer;97
hora-;dans:;97
hora-vâlâ-ng;formule pour accompagner le cadeau qu'on offre à ses hôtes (lift. bout de mon voyage) (voir hola-r et phâlä-);97
hoorê;souffle;97
hoorêê-m;ton souffle;97
hoorêên;a. respirer , b. souffler, se reposer, faire une pause;97
no hooréên;je me repose;97
hovavalac;pont;97
hover;fermer (une boîte), se refermer (bénitier), serrer l'un contre l'autre;97
hover Kha-m;serre tes jambes!;97
pe-hover;plaquer deux choses l'une sur l'autre;97
hover hôên;bien ajuster (un cou- vercle);97
hovo;dans :;97
hovo pwang;fermeture de la gaine qui enveloppe la fleur de cocotier;97
hovor;serpentine, pierre utilisée pour fabriquer les anciennes haches;97
hoxo;beaucoup, plusieurs;97
hoxo aju;beaucoup de gens;97
hoyeek;mendier des yeux (sans parler);97
hu;clone d'igname (sauvage);97
huu;manger (en général), nourriture;97
mwa-là huu;réfectoire;97
hüû-;chose (+ suffixes déictiques);97
hû-ja;cette chose (proche);97
hô-K;cette chose (loin);97
hû-mi;cette chose (loin, passée);97
hubor;court, petit;97
hubu;ne pas participer (à une discussion), rester silencieux, être indifférent à ce qui se dit;97
huubwau;clone d'igname (probablement Dioscorea alata);97
huc;manger (des féculents, de la viande ou du poisson), mordre;97
huyi;(+ objet personnel);97
no huc yaa-ng uvi;je mange ma part d'igname;97
no huc wee-ng no;je mange ma part de poisson;97
huc yaa-ng pê!;mange ton pain!;97
wam ti koau ta huc tina nae àl6;le chien, il a mordu le bébé;97
wam ti koau ta huyi no;le chien, il m'a mordu;97
huyi no ru koau;le chien m'a mordu;97
no-m huyi o;je vais te manger;97
huda;plante : grand roseau, Miscanthus japonicus Anders., Graminée;97
huduk;serpent marin;97
hujaic;chose;97
phee kia timi hujaic;viens voir quelque chose!;98
lhaïmi hujaic;les choses;98
huju;épais;98
hulac;vieux, aîné;98
ava-ng hulac;ma sœur aînée;98
hulayi no;mon "vieux" (en parlant de son mari ou d'un ancêtre);98
hulaya âju;regroupement des clans autour d'une chefferie, l'ensemble d'une société;98
hule;long (temps);98
ciwar hule!;ne sois pas long!, ne traîne pas!;98
hulemwa;autrefois;98
wam hulemwa yo thuura ?;autrefois, que faisais-tu ?;98
human;petit billon sur le côté de la tarodière pour planter des taros secs;98
hûn;garder le silence, se taire;98
ac hûn;silencieux, réservé, qui ne parle pas;98
no hari chaa-m me yo hûn;je te demande de te taire;98
hunye;(arch.) désir sexuel (mot ancien dans le catéchisme pour désigner la luxure);98
hup!;plante : houp, Montrouziera cauliflora Planch. et Triana, Guttifère;98
hup?;aboyer;98
hup do;cheveux blancs;98
huur!;suivre;98
huur daan;suivre la route, suivre le chemin coutumier;98
huur yen;tracer ses liens de parenté, suivre sa généalogie;98
vauur;suivre à la trace;98
huur?;manger, sucer de la canne à sucre;98
huur ujep;manger de la canne à SUCrE;98
hurelao-;lenteur, retard, traîner, tarder (+ suffixe possessif);98
hurelao-n;:il traîne, il a du retard;98
hurelao-n me-r thaawa;il tarde à arriver :;98
huret;plante : sorte de jonc, Fimbristylis diphylla Vahi, Cypéracée;98
huro;poisson : perroquet bleu, Scarus gibbus;98
huva-r;souffle (au passage de qqch.);98
huva uru;souffle du vent;98
huva loto;souffle au passage de _ l'auto (voir uver);98
huyep;Gardenia sp., Araliacée dont les bourgeons mâchés sont utilisés comme mastic;98
huyi;mordre, piquer (insecte), manger (+ objet personnel) (voir;98
huc);;98
to-n huyi no;il m'a mordu;98
huyi no ru koau;le chien m'a mordu;98
huyi no ru mabo;la guêpe m'a;98
piqué;;98
no-m huyi o;je vais te manger;98
hî gaar-ija;aujourd'hui;99
hî mwa-ija;cette maison çi;99
aija;celui-ci (masculin);99
mwaija;celle-ci (féminin);99
ta ji maloom hf ham-ija, ciwar yo;;99
pwaxa;cette assiette est propre, ne la lave pas;99
tija doo-ija;cette marmite-ci1;99
la;taquiner, asticoter;99
ilaen;(fransitif);99
ta ilae-o;:1l te taquine mince;99
ilalac;;99
ilaap;pou des animaux (oiseaux, roussettes);99
-ii;suffixe déictique (qu'on ne voit pas, mais qu'on entend);99
ayili;celui-là (masculin);99
mwaili;celle-là (féminin);99
ac malaili;ceux-là (masculin);99
malaili;ces deux-là (féminin);99
tili ho-ili;cette poule là-bas (qu'on entend);99
imale;biche de mer, holothurie;99
-imi;suffixe anaphorique : -là (dont on a parlé, passé);99
aimi;celui-là (masculin);99
mwaimi;celle-là (féminin);99
ac malaimi;ceux-là (masculin);99
malaimi;celles-là (féminin);99
timi mwa-imi;cette maison-là (dont on a parlé);99
bwan-imi;la nuit dernière;99
-imidu;suffixe déictique : -là (en bas);99
aimidu;celui-là (en bas);99
mwaimidu;celle-là (en bas) (voir -iyôdu);99
imong;avoir de vilaines manières, se montrer grossier;99
imongeen;faire un geste grossier à qqn;100
ac iImong;vilain groOSSIeT;100
ina;faire;100
ina hôên;bien faire qqch., réussir;100
wa-inau;manière de faire;100
inau na lier;faire attention à lui;100
ïing;détester, avoir horreur, être dégoûté;100
iingeen;(fransitif);100
no linge er;je le déteste;100
no lingeen;j'ai horreur de cela;100
ii-r;peau, écorce (de qqch.);100
li-m;ta peau;100
ii thevâ;paupière;100
n-n;sa peau;100
li nua;lèvres;100
li yeek;écorce d'arbre;100
li wha;écorce de figuier (utilisée pour faire les anciens battoirs de danse);100
ira;billon d'ignames, à flanc de colline;100
iroe;sorte de crabe;100
irulen;désordre, désordonné;100
iva;a. où ? (+ nom commun);100
iva timi ba-tiin ?;où est le crayon ?;100
iva lhaiïimi 410 ?;où sont les enfants? b. quel ? (en parlant du nom);100
iva naara-m;? comment t'appelles- tu ? quel est ton nom ? (if. où est;100
ja;ton nom ?) (voir ivi) où ? (+ nom propre ou pronom pronom personnel 1P1 incl (sujet, complément et suffixe possessif) : nous (tous), notre (à;100
ivi;personnel) ?;100
ivi Eliane ?;où est Eliane ?;100
ivi mwaija ?;où est celle-là ? (voir iva);100
ivulic;sorte de crabe;100
iya!;poulpe, Octopus sp;100
iya olar;seiche;100
iya?;nom d'une maladie qui donne la gangrène (diabète ?);100
iyi;pou;100
-iyôda;suffixe déictique, -là (en haut);100
aiyôda;celui-là (là-haut);100
mwaiyôda;celle-là (là-haut);100
-lyôdu;suffixe déictique, -là (en bas);100
aiyôdu;celui-là (en bas);100
mwaiyôdu;celle-là (en bas) (voir -imidu);100
-1yok;suffixe déictique, -là (transversalement);100
aiyôk;celui-là;100
ac malaiyôk;;100
mwaiyôk;;100
malaiyôk;;100
iyu;acheter, vendre, payer acheter, vendre;100
hâ-iyu;marchandise nous tous);100
Ja huu;nous mangeons;100
ta alo li ja;il nous regarde;100
bwaa-ja;est-il ? (qqn) notre tête;100
jaa;(tous);101
jaa ka;nous sommes ici (voir ja);101
jaba-;récompense, rétribution;101
jaba-n;sa récompense;101
jaba phwa;retour de la coutume de deuil;101
jaaba-;parties sexuelles (hommes);101
jaaba-n;ses parties sexuelles;101
jabaang;poisson : tazard, Scomberomorus commersoni;101
Jaac;plante : salsepareille, Smilax purpurata Forst., Liliacée;101
jado;(arch.) lamede bois pour couper l'igname;101
jago;maudit;101
Jjagoo-n;sa malédiction;101
jàjaf;fou;101
jajan;trembler;101
jak;mesurer, peser;101
ba-jak;balance;101
wa-jak;action de peser;101
jaxeen;(rransitif) (voir jaxa-r);101
jala-r;côté, à côté de;101
jala-ng;mon côté, à côté de moi;101
jala-m;ton côté, à côté de toi;101
jala-n;son côté, à côté de lui;101
yer jala-ng;il est à côté de moi (voir jara-);101
jâlé-r;corde d'attache, amarre;101
jâlé chovan;corde pour attacher le cheval;101
jâlé waang;corde pour amarrer le bateau;101
jâlé uru;locatif 1P1 incl. : nous palétuvier à fruits comestibles, Bruguiera sp. (litt. corde du vent) (voir jan!, cf. aussi nyale-r) _;101
jalé uru;plante : palétuvier à fruits comestibles, Bruguiera eriopetala W. et Am., Rhizophoracée;101
jaleek;étourdi par un coup, sonné, grOg£y, assommé;101
Jaaleen;avertir (transitif) (voir jaar);101
jali;nom de plusieurs clones de taro d'eau :;101
jali guk;;101
Jjali mia;;101
Jjali ola;;101
jali phoro;;101
jali pôûny;;101
jâf;oreille;101
jâlfi-n;son oreille;101
phwâ jâh;trou de l'oreille;101
doxâ jâf;pavillon de l'oreille;101
oga jAlf;lobe de l'oreille;101
jalu;enlever, emporter les coutumes reçues;101
jâlû;âme (d'une personne), esprit (d'un mort, d'un ancêtre), totem du clan;101
jâlûû-n;son âme, son esprit, son totem;101
jâlüô-la;leur âme, leur esprit, leur totem;101
jâlû hulayi no;l'esprit de mes ancêtres;101
jâlû viviir;nom d'un esprit (protecteur de la chefferie);101
jâlôâ;Dieu;101
jam;maladie des testicules (qui enflent);101
jamalic;dur (qqch.), cœur du bois;101
jan!;corde d'attache (voir jâlé-r et nyalé-r);101
jan?;plante : palétuvier (nom général), Rhizophoracée;101
jan bwavac;sorte de palétuvier;102
jao!;[“jaw] année, saison de la plantation des ignames;102
maa-là jao;début de l'année (saison de la plantation des ignames);102
jao-n;son âge;102
pwaneen jao-m ?;quel âge as-tu ?;102
waneen ja0;? combien d'années ?;102
jao?;[“jaw] plante : brède-morelle (feuilles comestibles), Solanum nigrum L., Solanacée;102
jaacor;fleuve, grande rivière (nom du fleuve de la région de Ouegoa);102
jap;placenta;102
jaap;coquillage : grande huître perlière, Pinctada margaritifera, Ptériidé;102
jaar;avertir;102
jaaleen;(transitif);102
no jaale o;je t'avertis;102
jara-;côté, bord (forme préfixée de;102
jala-r);;102
jara-we;rive;102
jara-pwac;rive;102
ta ac mo jara-koleec;il habite à côté de l'école;102
jara-revâ;regarder de côté, regarder du coin de l'œil (voir jara- et thevâ);102
jau;grande marée haute, marée d'équinoxe;102
Jjaava;poisson : “dawa", Naso unicOrnis;102
jaavac;inondation;102
jaawa;a. coquillage : triton du Paci- fique, Charonia tritonis, Cymatidé b. conque (pour appeler);102
jaaween;réparer un tort;102
jaxan;plante : arbre du bord de mer, Acacia simplicifolia (L.f.) Druce,;102
Mimosacée;;102
jaxa-r;a. assez, suffisant, mesure (de qqch.);102
hon jaxa-r;ça suffit;102
havan jaxa wee-ng ho;je n'ai pas assez de poulet (à manger) b. (+ animé) capacité, aptitude;102
jaxa-ng me no ina;je suis capable de le faire (voir jak);102
jaxeen;mesurer, peser (transitif) (voir jak);102
Jjayo;plante : palétuvier aveuglant, "bois de lait", Excoecaria agallocha L., Euphorbiacée;102
je!;piège (à détente);102
je?;canne, bâton (pour marcher);102
Jjee-n;sa canne;102
jee manyoon;bouture de manioc;102
je?;particule d’aspect continu;102
ta je ba go;il continue à pleurer;102
Jeba;plante : palétuvier, Rhizophora sp., Rhizophoracée;102
jebwa-r;rejeton, bourgeon qui vient de sortir;102
jec;forêt;102
jeegoo-r;tige engainante (des graminées);102
jeegoo huda;tige de roseau;102
jeegoo ujep;tige de canne à sucre;102
jelâ;souvent;102
no ina jelâên;je le fais souvent;102
(voir aojelâ);;102
jeela;nom d'une monnaie noire traditionnelle;102
jem;sorte de crabe;102
jep!;banc de picots prêts à pondre;103
jep?;(dérivé de cep!) dans :;103
nyalé jep;plante : liane pour empoisonner le poisson, Derris trifoliata, Légumineuse;103
jer;ventre;103
jera-m;ton ventre;103
thu pwââ jera-n;elle est enceinte;103
jeü;plante : kaori, Agathis sp., Araucariacée;103
jil;pronom personnel 1Du incl. (sujet, complément et suffixe possessif) : nous deux (toi et moi), notre (à nous deux);103
Ji huu;nous mangeons (nous deux);103
ta alo li ji;il nous regarde (nous deux);103
bwaa-ji;notre tête (à nous deux);103
jiZ;gencives;103
Jji-m;tes gencives;103
j5;particule marquant une insistance (équivaut à ju‘ : vraiment);103
jhâc;c'est grand;103
Ji yada-m;c'est à toi;103
ta ji go;il pleure;103
jü;personnel locatif 1Du incl. : nous deux (toi et moi);103
Jjü pa ?;où sommes-nous (nous deux) ?;103
Jjiaang;oiseau : siffleur, Coracina caledonica caledonica;103
Jjibexuc;crabe vide, "crabe-carton";103
Jjida;alène pour fixer la paille du toit;103
Jjihâ;marque d'aspect : toujours, sans cesse, sans arrêt;103
yo jihâ uveru;tu n'arrêtes pas de fumer;103
Jihâ ora aogaar;| il pleut vraiment tous les jours;103
jilida;sorte de tortue (à graisse jaune);103
jilu;couler goutte à goutte;103
pwâ-jilu;goutte d’eau;103
jiin;conte, légende, histoire;103
jilléên;raconter;103
